,train,val
54,TCGA-A2-A0YD,TCGA-AN-A0AM
55,TCGA-A2-A0YF,TCGA-AN-A0AR
56,TCGA-A2-A0YG,TCGA-AN-A0AT
57,TCGA-A2-A0YH,TCGA-AN-A0FF
58,TCGA-A2-A0YJ,TCGA-AN-A0FS
59,TCGA-A2-A0YK,TCGA-AN-A0XL
60,TCGA-A2-A0YL,TCGA-AN-A0XO
61,TCGA-A2-A0YT,TCGA-AN-A0XU
62,TCGA-A2-A1FV,TCGA-AN-A0XW
63,TCGA-A2-A1FW,TCGA-AO-A03O
64,TCGA-A2-A1FX,TCGA-AO-A03V
65,TCGA-A2-A1G0,TCGA-AO-A0J2
66,TCGA-A2-A1G1,TCGA-AO-A0J3
67,TCGA-A2-A1G4,TCGA-AO-A0J4
68,TCGA-A2-A1G6,TCGA-AO-A0JF
69,TCGA-A2-A259,TCGA-AO-A12A
70,TCGA-A2-A25B,TCGA-AO-A1KS
71,TCGA-A2-A25C,TCGA-AQ-A0Y5
72,TCGA-A2-A25D,TCGA-AR-A0TT
73,TCGA-A2-A25E,TCGA-AR-A0U0
74,TCGA-A2-A25F,TCGA-AR-A1AH
75,TCGA-A2-A3KD,TCGA-AR-A1AP
76,TCGA-A2-A3XT,TCGA-AR-A1AW
77,TCGA-A2-A3XW,TCGA-AR-A24K
78,TCGA-A2-A3XZ,TCGA-AR-A2LK
79,TCGA-A2-A3Y0,TCGA-AR-A2LM
80,TCGA-A2-A4S1,TCGA-B6-A0I5
81,TCGA-A2-A4S2,TCGA-B6-A0IJ
82,TCGA-A2-A4S3,TCGA-B6-A0RL
83,TCGA-Z7-A8R6,TCGA-B6-A0RM
84,TCGA-A7-A0CE,TCGA-B6-A0RQ
85,TCGA-A7-A0CG,TCGA-B6-A0RV
86,TCGA-A7-A0CH,TCGA-B6-A0WY
87,TCGA-A7-A0CJ,TCGA-B6-A1KF
88,TCGA-A7-A0D9,TCGA-B6-A1KI
89,TCGA-A7-A0DA,TCGA-B6-A2IU
90,TCGA-A7-A0DB,TCGA-BH-A0AV
91,TCGA-A7-A13D,TCGA-BH-A0B7
92,TCGA-A7-A13E,TCGA-BH-A0BC
93,TCGA-A7-A13F,TCGA-BH-A0BD
94,TCGA-A7-A13G,TCGA-BH-A0BG
95,TCGA-A7-A26E,TCGA-BH-A0BM
96,TCGA-A7-A26G,TCGA-BH-A0BO
97,TCGA-A7-A26H,TCGA-BH-A0BS
98,TCGA-A7-A26I,TCGA-BH-A0C7
99,TCGA-A7-A26J,TCGA-BH-A0DQ
100,TCGA-A7-A2KD,TCGA-BH-A0DZ
101,TCGA-A7-A3RF,TCGA-BH-A0GY
102,TCGA-A7-A425,TCGA-BH-A0GZ
103,TCGA-A7-A4SE,TCGA-BH-A0HQ
104,TCGA-A7-A56D,TCGA-BH-A0HY
105,TCGA-A7-A5ZV,TCGA-BH-A0W3
106,TCGA-A7-A5ZW,TCGA-BH-A18G
107,TCGA-A7-A5ZX,TCGA-BH-A18H
108,TCGA-A7-A6VV,TCGA-BH-A18I
109,TCGA-Z7-A8R5,TCGA-BH-A18L
110,TCGA-A7-A6VY,TCGA-BH-A18M
111,TCGA-A8-A06O,TCGA-BH-A18V
112,TCGA-A8-A06P,TCGA-BH-A1EO
113,TCGA-A8-A06Q,TCGA-BH-A1EV
114,TCGA-A8-A06R,TCGA-BH-A1EY
115,TCGA-A8-A06T,TCGA-BH-A1F0
116,TCGA-A8-A06U,TCGA-BH-A209
117,TCGA-A8-A06X,TCGA-C8-A12W
118,TCGA-A8-A06Y,TCGA-C8-A1HL
119,TCGA-A8-A06Z,TCGA-C8-A8HP
120,TCGA-A8-A075,TCGA-D8-A13Z
121,TCGA-A8-A076,TCGA-D8-A147
122,TCGA-A8-A079,TCGA-D8-A1JL
123,TCGA-A8-A07B,TCGA-D8-A1JT
124,TCGA-A8-A07E,TCGA-D8-A1X8
125,TCGA-A8-A07F,TCGA-D8-A1XA
126,TCGA-A8-A07G,TCGA-D8-A1XG
127,TCGA-A8-A07I,TCGA-D8-A1XK
128,TCGA-A8-A07L,TCGA-D8-A1XM
129,TCGA-A8-A07O,TCGA-W8-A86G
130,TCGA-A8-A07P,TCGA-D8-A1XV
131,TCGA-A8-A07W,TCGA-D8-A1XY
132,TCGA-A8-A082,TCGA-D8-A1XZ
133,TCGA-A8-A085,TCGA-D8-A1Y2
134,TCGA-A8-A086,TCGA-D8-A27G
135,TCGA-A8-A08A,TCGA-D8-A27W
136,TCGA-A8-A08F,TCGA-E2-A10A
137,TCGA-A8-A08G,TCGA-E2-A10C
138,TCGA-A8-A08J,TCGA-E2-A14P
139,TCGA-A8-A08L,TCGA-E2-A14R
140,TCGA-A8-A08O,TCGA-E2-A14V
141,TCGA-A8-A08P,TCGA-E2-A14X
142,TCGA-A8-A08S,TCGA-E2-A153
143,TCGA-A8-A08T,TCGA-E2-A156
144,TCGA-A8-A08X,TCGA-E2-A15I
145,TCGA-A8-A08Z,TCGA-E2-A1AZ
146,TCGA-A8-A091,TCGA-E2-A1B5
147,TCGA-A8-A092,TCGA-E2-A1B6
148,TCGA-A8-A093,TCGA-E2-A1IJ
149,TCGA-A8-A099,TCGA-E2-A1IL
150,TCGA-A8-A09A,TCGA-E2-A1IN
151,TCGA-A8-A09B,TCGA-E2-A1IU
152,TCGA-A8-A09C,TCGA-E2-A1L9
153,TCGA-A8-A09I,TCGA-E2-A1LB
154,TCGA-A8-A09K,TCGA-E2-A1LI
155,TCGA-A8-A09M,TCGA-E2-A1LK
156,TCGA-A8-A09N,TCGA-E2-A56Z
157,TCGA-A8-A09Q,TCGA-E2-A570
158,TCGA-A8-A09R,TCGA-E9-A1N4
159,TCGA-A8-A09W,TCGA-E9-A1NG
160,TCGA-A8-A0A1,TCGA-E9-A1R0
161,TCGA-A8-A0A2,TCGA-E9-A1R7
162,TCGA-A8-A0A4,TCGA-E9-A1RH
163,TCGA-A8-A0A7,TCGA-E9-A22B
164,TCGA-A8-A0AB,TCGA-E9-A22D
165,TCGA-A8-A0AD,TCGA-E9-A243
166,TCGA-AC-A23C,TCGA-E9-A249
167,TCGA-AC-A23E,TCGA-EW-A1J6
168,TCGA-AC-A2B8,TCGA-EW-A1P3
169,TCGA-AC-A2BK,TCGA-EW-A1PE
170,TCGA-AC-A2BM,TCGA-EW-A423
171,TCGA-AC-A2FB,TCGA-EW-A6SB
172,TCGA-AC-A2FF,TCGA-GM-A2DC
173,TCGA-AC-A2FG,TCGA-GM-A2DD
174,TCGA-AC-A2FK,TCGA-GM-A2DL
175,TCGA-AC-A2FO,TCGA-LD-A7W6
176,TCGA-AC-A3HN,TCGA-LL-A50Y
177,TCGA-AC-A3QP,TCGA-LL-A5YP
178,TCGA-AC-A3YI,TCGA-LL-A6FQ
179,TCGA-AC-A3YJ,TCGA-LL-A6FR
180,TCGA-AC-A5EH,TCGA-LL-A740
181,TCGA-AC-A5XS,TCGA-OL-A5RV
182,TCGA-AC-A5XU,TCGA-OL-A5RX
183,TCGA-AC-A62X,TCGA-OL-A5S0
184,TCGA-AC-A62Y,TCGA-OL-A66K
185,TCGA-AC-A6IV,TCGA-OL-A66P
186,TCGA-AC-A6NO,TCGA-PE-A5DC
187,TCGA-AC-A7VB,TCGA-S3-A6ZG
188,TCGA-AC-A8OP,TCGA-S3-AA10
189,TCGA-AC-A8OQ,TCGA-S3-AA12
190,TCGA-AC-A8OR,
191,TCGA-AC-A8OS,
192,TCGA-AN-A041,
193,TCGA-AN-A046,
194,TCGA-AN-A0AK,
195,TCGA-AN-A0AL,
196,TCGA-AN-A0AS,
197,TCGA-AN-A0FD,
198,TCGA-AN-A0FJ,
199,TCGA-AN-A0FK,
200,TCGA-AN-A0FL,
201,TCGA-AN-A0FN,
202,TCGA-AN-A0FT,
203,TCGA-AN-A0FV,
204,TCGA-AN-A0FW,
205,TCGA-AN-A0FX,
206,TCGA-AN-A0FY,
207,TCGA-AN-A0FZ,
208,TCGA-AN-A0XN,
209,TCGA-AN-A0XP,
210,TCGA-AN-A0XS,
211,TCGA-AN-A0XT,
212,TCGA-AO-A03L,
213,TCGA-AO-A03M,
214,TCGA-AO-A03N,
215,TCGA-AO-A03P,
216,TCGA-AO-A03R,
217,TCGA-AO-A03T,
218,TCGA-AO-A03U,
219,TCGA-AO-A0J5,
220,TCGA-AO-A0J6,
221,TCGA-AO-A0J7,
222,TCGA-AO-A0J8,
223,TCGA-AO-A0J9,
224,TCGA-AO-A0JA,
225,TCGA-AO-A0JB,
226,TCGA-AO-A0JC,
227,TCGA-AO-A0JD,
228,TCGA-AO-A0JE,
229,TCGA-AO-A0JG,
230,TCGA-AO-A0JI,
231,TCGA-AO-A0JJ,
232,TCGA-AO-A0JM,
233,TCGA-AO-A124,
234,TCGA-AO-A125,
235,TCGA-AO-A126,
236,TCGA-AO-A128,
237,TCGA-AO-A129,
238,TCGA-AO-A12B,
239,TCGA-AO-A12D,
240,TCGA-AO-A12E,
241,TCGA-AO-A12F,
242,TCGA-AO-A12G,
243,TCGA-AO-A12H,
244,TCGA-AO-A1KO,
245,TCGA-AO-A1KP,
246,TCGA-AO-A1KR,
247,TCGA-AO-A1KT,
248,TCGA-AQ-A04H,
249,TCGA-AQ-A04J,
250,TCGA-AQ-A54O,
251,TCGA-AQ-A7U7,
252,TCGA-AR-A0TP,
253,TCGA-AR-A0TQ,
254,TCGA-AR-A0TR,
255,TCGA-AR-A0TS,
256,TCGA-AR-A0TV,
257,TCGA-AR-A0TW,
258,TCGA-AR-A0TX,
259,TCGA-AR-A0TY,
260,TCGA-AR-A0TZ,
261,TCGA-AR-A0U2,
262,TCGA-AR-A0U3,
263,TCGA-AR-A0U4,
264,TCGA-AR-A1AI,
265,TCGA-AR-A1AJ,
266,TCGA-AR-A1AK,
267,TCGA-AR-A1AL,
268,TCGA-AR-A1AN,
269,TCGA-AR-A1AO,
270,TCGA-AR-A1AQ,
271,TCGA-AR-A1AR,
272,TCGA-AR-A1AS,
273,TCGA-AR-A1AU,
274,TCGA-AR-A1AV,
275,TCGA-AR-A1AX,
276,TCGA-AR-A1AY,
277,TCGA-AR-A24H,
278,TCGA-AR-A24L,
279,TCGA-AR-A24M,
280,TCGA-AR-A24N,
281,TCGA-AR-A24O,
282,TCGA-AR-A24P,
283,TCGA-AR-A24Q,
284,TCGA-AR-A24R,
285,TCGA-AR-A24S,
286,TCGA-AR-A24T,
287,TCGA-AR-A24U,
288,TCGA-AR-A24V,
289,TCGA-AR-A24W,
290,TCGA-AR-A24X,
291,TCGA-AR-A24Z,
292,TCGA-AR-A250,
293,TCGA-AR-A251,
294,TCGA-AR-A252,
295,TCGA-AR-A254,
296,TCGA-AR-A255,
297,TCGA-AR-A256,
298,TCGA-AR-A2LE,
299,TCGA-AR-A2LH,
300,TCGA-AR-A2LL,
301,TCGA-AR-A2LN,
302,TCGA-AR-A2LO,
303,TCGA-AR-A2LQ,
304,TCGA-AR-A2LR,
305,TCGA-AR-A5QM,
306,TCGA-AR-A5QN,
307,TCGA-AR-A5QP,
308,TCGA-AR-A5QQ,
309,TCGA-B6-A0I1,
310,TCGA-B6-A0I2,
311,TCGA-B6-A0I9,
312,TCGA-B6-A0IA,
313,TCGA-B6-A0IB,
314,TCGA-B6-A0IC,
315,TCGA-B6-A0IE,
316,TCGA-B6-A0IG,
317,TCGA-B6-A0IH,
318,TCGA-B6-A0IK,
319,TCGA-B6-A0IM,
320,TCGA-B6-A0IN,
321,TCGA-B6-A0IO,
322,TCGA-B6-A0IP,
323,TCGA-B6-A0IQ,
324,TCGA-B6-A0RE,
325,TCGA-B6-A0RG,
326,TCGA-B6-A0RH,
327,TCGA-B6-A0RI,
328,TCGA-B6-A0RN,
329,TCGA-B6-A0RO,
331,TCGA-B6-A0RS,
332,TCGA-B6-A0RT,
333,TCGA-B6-A0RU,
334,TCGA-B6-A0WS,
335,TCGA-B6-A0WT,
336,TCGA-B6-A0WV,
337,TCGA-B6-A0WW,
338,TCGA-B6-A0WX,
339,TCGA-B6-A0WZ,
340,TCGA-B6-A0X0,
341,TCGA-B6-A0X1,
342,TCGA-B6-A0X4,
343,TCGA-B6-A0X5,
344,TCGA-B6-A0X7,
345,TCGA-B6-A1KC,
346,TCGA-B6-A1KN,
347,TCGA-BH-A0AU,
348,TCGA-BH-A0AW,
349,TCGA-BH-A0AY,
350,TCGA-BH-A0AZ,
351,TCGA-BH-A0B0,
352,TCGA-BH-A0B3,
353,TCGA-BH-A0B4,
354,TCGA-BH-A0B5,
355,TCGA-BH-A0B6,
356,TCGA-BH-A0B9,
357,TCGA-BH-A0BA,
358,TCGA-BH-A0BF,
359,TCGA-BH-A0BJ,
360,TCGA-BH-A0BL,
361,TCGA-BH-A0BP,
362,TCGA-BH-A0BQ,
363,TCGA-BH-A0BR,
364,TCGA-BH-A0BT,
365,TCGA-BH-A0BV,
366,TCGA-BH-A0BW,
367,TCGA-BH-A0BZ,
368,TCGA-BH-A0C0,
369,TCGA-BH-A0C1,
370,TCGA-BH-A0C3,
371,TCGA-BH-A0DD,
372,TCGA-BH-A0DE,
373,TCGA-BH-A0DG,
374,TCGA-BH-A0DH,
375,TCGA-BH-A0DI,
376,TCGA-BH-A0DK,
377,TCGA-BH-A0DL,
378,TCGA-BH-A0DO,
379,TCGA-BH-A0DP,
380,TCGA-BH-A0DS,
381,TCGA-BH-A0DT,
382,TCGA-BH-A0DV,
383,TCGA-BH-A0DX,
384,TCGA-BH-A0E0,
385,TCGA-BH-A0E1,
386,TCGA-BH-A0E2,
387,TCGA-BH-A0E6,
388,TCGA-BH-A0E7,
389,TCGA-BH-A0E9,
390,TCGA-BH-A0EA,
391,TCGA-BH-A0EB,
392,TCGA-BH-A0EE,
393,TCGA-BH-A0EI,
394,TCGA-BH-A0H0,
395,TCGA-BH-A0H3,
396,TCGA-BH-A0H5,
397,TCGA-BH-A0H6,
398,TCGA-BH-A0H7,
399,TCGA-BH-A0H9,
400,TCGA-BH-A0HA,
401,TCGA-BH-A0HB,
402,TCGA-BH-A0HI,
403,TCGA-BH-A0HK,
404,TCGA-BH-A0HO,
405,TCGA-BH-A0HP,
406,TCGA-BH-A0HU,
407,TCGA-BH-A0HW,
408,TCGA-BH-A0HX,
409,TCGA-BH-A0RX,
410,TCGA-BH-A0W4,
411,TCGA-BH-A0W5,
412,TCGA-BH-A0W7,
413,TCGA-BH-A0WA,
414,TCGA-BH-A18F,
415,TCGA-BH-A18J,
416,TCGA-BH-A18N,
417,TCGA-BH-A18P,
418,TCGA-BH-A18Q,
419,TCGA-BH-A18R,
420,TCGA-BH-A18S,
421,TCGA-BH-A18T,
422,TCGA-BH-A18U,
423,TCGA-BH-A1EN,
424,TCGA-BH-A1ET,
425,TCGA-BH-A1EU,
426,TCGA-BH-A1EW,
427,TCGA-BH-A1EX,
428,TCGA-BH-A1F2,
429,TCGA-BH-A1F5,
430,TCGA-BH-A1F6,
431,TCGA-BH-A1F8,
432,TCGA-BH-A1FC,
433,TCGA-BH-A1FE,
434,TCGA-BH-A1FG,
435,TCGA-BH-A1FH,
436,TCGA-BH-A1FJ,
437,TCGA-BH-A1FL,
438,TCGA-BH-A1FM,
439,TCGA-BH-A1FN,
440,TCGA-BH-A1FR,
441,TCGA-BH-A1FU,
442,TCGA-BH-A201,
443,TCGA-BH-A202,
444,TCGA-BH-A203,
445,TCGA-BH-A204,
446,TCGA-BH-A208,
447,TCGA-BH-A28Q,
448,TCGA-BH-A2L8,
449,TCGA-BH-A42U,
450,TCGA-BH-A42V,
451,TCGA-BH-A5IZ,
452,TCGA-BH-A5J0,
453,TCGA-C8-A12L,
454,TCGA-C8-A12M,
455,TCGA-C8-A12N,
456,TCGA-C8-A12O,
457,TCGA-C8-A12P,
458,TCGA-C8-A12Q,
459,TCGA-C8-A12U,
460,TCGA-C8-A12V,
461,TCGA-C8-A12X,
462,TCGA-C8-A12Y,
463,TCGA-C8-A12Z,
464,TCGA-C8-A130,
465,TCGA-C8-A131,
466,TCGA-C8-A132,
467,TCGA-C8-A134,
468,TCGA-C8-A135,
469,TCGA-C8-A137,
470,TCGA-C8-A138,
471,TCGA-C8-A1HE,
472,TCGA-C8-A1HF,
473,TCGA-C8-A1HG,
474,TCGA-C8-A1HI,
475,TCGA-C8-A1HJ,
476,TCGA-C8-A1HK,
477,TCGA-C8-A1HM,
478,TCGA-C8-A1HN,
479,TCGA-C8-A1HO,
480,TCGA-C8-A26V,
481,TCGA-C8-A26W,
482,TCGA-C8-A26X,
483,TCGA-C8-A26Y,
484,TCGA-C8-A26Z,
485,TCGA-C8-A273,
486,TCGA-C8-A274,
487,TCGA-C8-A275,
488,TCGA-C8-A278,
489,TCGA-C8-A27A,
490,TCGA-C8-A27B,
491,TCGA-C8-A3M7,
492,TCGA-C8-A3M8,
493,TCGA-C8-A8HQ,
494,TCGA-C8-A8HR,
495,TCGA-D8-A13Y,
496,TCGA-D8-A140,
497,TCGA-D8-A141,
498,TCGA-D8-A142,
499,TCGA-D8-A143,
500,TCGA-D8-A145,
501,TCGA-D8-A146,
502,TCGA-D8-A1J8,
503,TCGA-D8-A1J9,
504,TCGA-D8-A1JA,
505,TCGA-D8-A1JB,
506,TCGA-D8-A1JC,
507,TCGA-D8-A1JD,
508,TCGA-D8-A1JE,
509,TCGA-D8-A1JF,
510,TCGA-D8-A1JG,
511,TCGA-D8-A1JH,
512,TCGA-D8-A1JI,
514,TCGA-D8-A1JK,
515,TCGA-D8-A1JM,
516,TCGA-D8-A1JN,
517,TCGA-D8-A1JP,
518,TCGA-D8-A1JS,
519,TCGA-D8-A1JU,
520,TCGA-D8-A1X5,
521,TCGA-D8-A1X6,
522,TCGA-D8-A1X7,
523,TCGA-D8-A1X9,
524,TCGA-D8-A1XB,
525,TCGA-D8-A1XC,
526,TCGA-D8-A1XF,
527,TCGA-D8-A1XJ,
528,TCGA-D8-A1XL,
529,TCGA-D8-A1XO,
530,TCGA-D8-A1XQ,
531,TCGA-D8-A1XS,
532,TCGA-D8-A1XT,
533,TCGA-D8-A1XU,
534,TCGA-D8-A1XW,
535,TCGA-D8-A1Y0,
536,TCGA-D8-A1Y1,
537,TCGA-D8-A1Y3,
538,TCGA-D8-A27E,
539,TCGA-D8-A27F,
540,TCGA-D8-A27H,
541,TCGA-D8-A27I,
542,TCGA-D8-A27K,
543,TCGA-D8-A27L,
544,TCGA-D8-A27M,
545,TCGA-D8-A27N,
546,TCGA-D8-A27P,
547,TCGA-D8-A27R,
548,TCGA-D8-A27T,
549,TCGA-D8-A27V,
550,TCGA-D8-A3Z6,
551,TCGA-D8-A4Z1,
552,TCGA-D8-A73U,
553,TCGA-D8-A73W,
554,TCGA-D8-A73X,
555,TCGA-E2-A105,
556,TCGA-E2-A107,
557,TCGA-E2-A108,
558,TCGA-E2-A109,
559,TCGA-E2-A10B,
560,TCGA-E2-A10F,
561,TCGA-E2-A14N,
562,TCGA-E2-A14O,
563,TCGA-E2-A14Q,
564,TCGA-E2-A14T,
565,TCGA-E2-A14W,
566,TCGA-E2-A14Y,
567,TCGA-E2-A14Z,
568,TCGA-E2-A150,
569,TCGA-E2-A152,
570,TCGA-E2-A154,
571,TCGA-E2-A158,
572,TCGA-E2-A159,
573,TCGA-E2-A15A,
574,TCGA-E2-A15C,
575,TCGA-E2-A15D,
576,TCGA-E2-A15F,
577,TCGA-E2-A15G,
578,TCGA-E2-A15H,
579,TCGA-E2-A15J,
580,TCGA-E2-A15K,
581,TCGA-E2-A15L,
582,TCGA-E2-A15M,
583,TCGA-E2-A15O,
584,TCGA-E2-A15P,
585,TCGA-E2-A15R,
586,TCGA-E2-A15S,
587,TCGA-E2-A15T,
588,TCGA-E2-A1B0,
589,TCGA-E2-A1B1,
590,TCGA-E2-A1B4,
591,TCGA-E2-A1BC,
592,TCGA-E2-A1BD,
593,TCGA-E2-A1IE,
594,TCGA-E2-A1IF,
595,TCGA-E2-A1IG,
596,TCGA-E2-A1IH,
597,TCGA-E2-A1II,
598,TCGA-E2-A1IK,
599,TCGA-E2-A1IO,
600,TCGA-E2-A1L6,
601,TCGA-E2-A1L7,
602,TCGA-E2-A1L8,
603,TCGA-E2-A1LA,
604,TCGA-E2-A1LG,
605,TCGA-E2-A1LH,
606,TCGA-E2-A1LL,
607,TCGA-E2-A2P6,
608,TCGA-E2-A573,
609,TCGA-E2-A574,
610,TCGA-E2-A576,
611,TCGA-E2-A9RU,
612,TCGA-E9-A1N3,
613,TCGA-E9-A1N5,
614,TCGA-E9-A1N8,
615,TCGA-E9-A1N9,
616,TCGA-E9-A1NA,
617,TCGA-E9-A1NC,
618,TCGA-E9-A1ND,
619,TCGA-E9-A1NE,
620,TCGA-E9-A1NF,
621,TCGA-E9-A1NH,
622,TCGA-E9-A1NI,
623,TCGA-E9-A1QZ,
624,TCGA-E9-A1R2,
625,TCGA-E9-A1R3,
626,TCGA-E9-A1R5,
627,TCGA-E9-A1R6,
628,TCGA-E9-A1RA,
629,TCGA-E9-A1RB,
630,TCGA-E9-A1RC,
631,TCGA-E9-A1RD,
632,TCGA-E9-A1RE,
633,TCGA-E9-A1RF,
634,TCGA-E9-A1RG,
635,TCGA-E9-A1RI,
636,TCGA-E9-A226,
637,TCGA-E9-A227,
638,TCGA-E9-A228,
639,TCGA-E9-A229,
640,TCGA-E9-A22A,
641,TCGA-E9-A22E,
642,TCGA-E9-A22G,
643,TCGA-E9-A22H,
644,TCGA-E9-A244,
645,TCGA-E9-A247,
646,TCGA-E9-A248,
647,TCGA-E9-A24A,
648,TCGA-E9-A295,
649,TCGA-E9-A2JS,
650,TCGA-E9-A2JT,
651,TCGA-E9-A3HO,
652,TCGA-E9-A3QA,
653,TCGA-E9-A3X8,
654,TCGA-E9-A54Y,
655,TCGA-E9-A5FK,
656,TCGA-E9-A5FL,
657,TCGA-E9-A5UO,
658,TCGA-E9-A6HE,
659,TCGA-EW-A1IW,
660,TCGA-EW-A1IX,
661,TCGA-EW-A1IY,
662,TCGA-EW-A1IZ,
663,TCGA-EW-A1J1,
664,TCGA-EW-A1J2,
665,TCGA-EW-A1J3,
666,TCGA-EW-A1J5,
667,TCGA-EW-A1OV,
668,TCGA-EW-A1OX,
669,TCGA-EW-A1OY,
670,TCGA-EW-A1OZ,
671,TCGA-EW-A1P0,
672,TCGA-EW-A1P1,
673,TCGA-EW-A1P4,
674,TCGA-EW-A1P5,
675,TCGA-EW-A1P6,
676,TCGA-EW-A1P7,
677,TCGA-EW-A1P8,
678,TCGA-EW-A1PA,
679,TCGA-EW-A1PB,
680,TCGA-EW-A1PD,
681,TCGA-EW-A1PG,
682,TCGA-EW-A1PH,
683,TCGA-EW-A2FR,
684,TCGA-EW-A2FS,
685,TCGA-EW-A2FV,
686,TCGA-EW-A2FW,
687,TCGA-EW-A6S9,
688,TCGA-EW-A6SA,
689,TCGA-EW-A6SC,
690,TCGA-GI-A2C8,
691,TCGA-GM-A2D9,
692,TCGA-GM-A2DA,
693,TCGA-GM-A2DB,
694,TCGA-GM-A2DF,
695,TCGA-GM-A2DH,
696,TCGA-GM-A2DI,
697,TCGA-GM-A2DK,
698,TCGA-GM-A2DM,
699,TCGA-GM-A2DN,
700,TCGA-GM-A2DO,
701,TCGA-GM-A3NW,
702,TCGA-GM-A3XL,
703,TCGA-GM-A4E0,
704,TCGA-HN-A2NL,
705,TCGA-HN-A2OB,
706,TCGA-JL-A3YX,
707,TCGA-LD-A66U,
708,TCGA-LD-A74U,
709,TCGA-LD-A7W5,
710,TCGA-LD-A9QF,
711,TCGA-LL-A440,
712,TCGA-LL-A5YL,
713,TCGA-LL-A5YM,
714,TCGA-LL-A5YN,
715,TCGA-LL-A5YO,
716,TCGA-LL-A6FP,
717,TCGA-LL-A73Y,
718,TCGA-LL-A73Z,
719,TCGA-LL-A7SZ,
720,TCGA-LL-A7T0,
721,TCGA-LL-A8F5,
722,TCGA-LL-A9Q3,
723,TCGA-OK-A5Q2,
724,TCGA-OL-A5D6,
725,TCGA-OL-A5D7,
726,TCGA-OL-A5D8,
727,TCGA-OL-A5DA,
728,TCGA-OL-A5RU,
729,TCGA-OL-A5RW,
730,TCGA-OL-A5RY,
731,TCGA-OL-A5RZ,
732,TCGA-OL-A66I,
733,TCGA-OL-A66J,
734,TCGA-OL-A66L,
735,TCGA-OL-A66N,
736,TCGA-OL-A66O,
737,TCGA-OL-A6VO,
738,TCGA-OL-A6VQ,
739,TCGA-OL-A97C,
740,TCGA-PE-A5DD,
741,TCGA-PE-A5DE,
742,TCGA-PL-A8LX,
743,TCGA-PL-A8LY,
744,TCGA-PL-A8LZ,
745,TCGA-S3-A6ZF,
746,TCGA-S3-A6ZH,
747,TCGA-S3-AA0Z,
748,TCGA-S3-AA11,
749,TCGA-S3-AA14,
750,TCGA-S3-AA15,
751,TCGA-S3-AA17,
