,train,val
172,TCGA-AC-A2FK,TCGA-GM-A2D9
173,TCGA-AC-A2QH,TCGA-GM-A2DA
174,TCGA-AC-A3OD,TCGA-GM-A2DH
175,TCGA-AC-A3QP,TCGA-GM-A2DK
176,TCGA-AC-A3QQ,TCGA-GM-A2DM
177,TCGA-AC-A3W5,TCGA-GM-A4E0
178,TCGA-AC-A3YJ,TCGA-HN-A2NL
179,TCGA-AC-A4ZE,TCGA-LL-A5YL
180,TCGA-AC-A5EH,TCGA-LL-A5YM
181,TCGA-AC-A5XS,TCGA-LL-A73Y
182,TCGA-AC-A5XU,TCGA-OK-A5Q2
183,TCGA-AC-A62X,TCGA-OL-A5D8
184,TCGA-AC-A62Y,TCGA-OL-A5RU
185,TCGA-AC-A6IV,TCGA-PE-A5DD
186,TCGA-AC-A6IW,TCGA-S3-AA11
187,TCGA-AC-A6IX,TCGA-S3-AA17
188,TCGA-AC-A7VC,TCGA-XX-A899
189,TCGA-AC-A8OR,
190,TCGA-AC-A8OS,
191,TCGA-AN-A03Y,
192,TCGA-AN-A0AJ,
193,TCGA-AN-A0AK,
194,TCGA-AN-A0AM,
195,TCGA-AN-A0AR,
196,TCGA-AN-A0AS,
197,TCGA-AN-A0AT,
198,TCGA-AN-A0FD,
199,TCGA-AN-A0FF,
200,TCGA-AN-A0FJ,
201,TCGA-AN-A0FK,
202,TCGA-AN-A0FL,
203,TCGA-AN-A0FN,
204,TCGA-AN-A0FS,
205,TCGA-AN-A0FT,
206,TCGA-AN-A0FV,
207,TCGA-AN-A0FX,
208,TCGA-AN-A0FY,
209,TCGA-AN-A0FZ,
210,TCGA-AN-A0XL,
211,TCGA-AN-A0XN,
212,TCGA-AN-A0XO,
213,TCGA-AN-A0XP,
214,TCGA-AN-A0XS,
215,TCGA-AN-A0XU,
216,TCGA-AN-A0XW,
217,TCGA-AO-A03O,
218,TCGA-AO-A03P,
219,TCGA-AO-A03R,
220,TCGA-AO-A03T,
221,TCGA-AO-A03U,
222,TCGA-AO-A03V,
223,TCGA-AO-A0J2,
224,TCGA-AO-A0J3,
225,TCGA-AO-A0J4,
226,TCGA-AO-A0J5,
227,TCGA-AO-A0J6,
228,TCGA-AO-A0J8,
229,TCGA-AO-A0J9,
230,TCGA-AO-A0JA,
231,TCGA-AO-A0JB,
232,TCGA-AO-A0JC,
233,TCGA-AO-A0JE,
234,TCGA-AO-A0JF,
235,TCGA-AO-A0JG,
236,TCGA-AO-A0JI,
237,TCGA-AO-A0JJ,
238,TCGA-AO-A0JM,
239,TCGA-AO-A124,
240,TCGA-AO-A125,
241,TCGA-AO-A126,
242,TCGA-AO-A128,
243,TCGA-AO-A129,
244,TCGA-AO-A12A,
245,TCGA-AO-A12B,
246,TCGA-AO-A12D,
247,TCGA-AO-A12F,
248,TCGA-AO-A1KO,
249,TCGA-AO-A1KR,
250,TCGA-AO-A1KS,
251,TCGA-AO-A1KT,
252,TCGA-AQ-A04H,
253,TCGA-AQ-A0Y5,
254,TCGA-AQ-A7U7,
255,TCGA-AR-A0TQ,
256,TCGA-AR-A0TR,
257,TCGA-AR-A0TS,
258,TCGA-AR-A0TT,
259,TCGA-AR-A0TV,
260,TCGA-AR-A0TW,
261,TCGA-AR-A0TY,
262,TCGA-AR-A0TZ,
263,TCGA-AR-A0U0,
264,TCGA-AR-A0U2,
265,TCGA-AR-A0U3,
266,TCGA-AR-A0U4,
267,TCGA-AR-A1AH,
268,TCGA-AR-A1AI,
269,TCGA-AR-A1AL,
270,TCGA-AR-A1AN,
271,TCGA-AR-A1AO,
272,TCGA-AR-A1AP,
273,TCGA-AR-A1AQ,
274,TCGA-AR-A1AR,
275,TCGA-AR-A1AS,
276,TCGA-AR-A1AV,
277,TCGA-AR-A1AW,
278,TCGA-AR-A1AX,
279,TCGA-AR-A1AY,
280,TCGA-AR-A24H,
281,TCGA-AR-A24K,
282,TCGA-AR-A24L,
283,TCGA-AR-A24P,
284,TCGA-AR-A24Q,
285,TCGA-AR-A24R,
286,TCGA-AR-A24S,
287,TCGA-AR-A24U,
288,TCGA-AR-A24V,
289,TCGA-AR-A24X,
290,TCGA-AR-A250,
291,TCGA-AR-A251,
292,TCGA-AR-A252,
293,TCGA-AR-A254,
294,TCGA-AR-A255,
295,TCGA-AR-A256,
296,TCGA-AR-A2LH,
297,TCGA-AR-A2LK,
298,TCGA-AR-A2LL,
299,TCGA-AR-A2LM,
300,TCGA-AR-A2LN,
301,TCGA-AR-A2LO,
302,TCGA-AR-A2LQ,
303,TCGA-AR-A2LR,
304,TCGA-AR-A5QM,
305,TCGA-AR-A5QN,
306,TCGA-AR-A5QQ,
307,TCGA-B6-A0I2,
308,TCGA-B6-A0I5,
309,TCGA-B6-A0I9,
310,TCGA-B6-A0IA,
311,TCGA-B6-A0IB,
312,TCGA-B6-A0IE,
313,TCGA-B6-A0IG,
314,TCGA-B6-A0IH,
315,TCGA-B6-A0IJ,
316,TCGA-B6-A0IK,
317,TCGA-B6-A0IM,
318,TCGA-B6-A0IN,
319,TCGA-B6-A0IO,
320,TCGA-B6-A0IP,
321,TCGA-B6-A0IQ,
322,TCGA-B6-A0RE,
323,TCGA-B6-A0RG,
324,TCGA-B6-A0RH,
325,TCGA-B6-A0RL,
326,TCGA-B6-A0RM,
327,TCGA-B6-A0RN,
328,TCGA-B6-A0RQ,
329,TCGA-B6-A0RS,
330,TCGA-B6-A0RT,
331,TCGA-B6-A0RU,
332,TCGA-B6-A0RV,
333,TCGA-B6-A0WS,
334,TCGA-B6-A0WT,
335,TCGA-B6-A0WV,
336,TCGA-B6-A0WW,
337,TCGA-B6-A0WX,
338,TCGA-B6-A0WY,
339,TCGA-B6-A0WZ,
340,TCGA-B6-A0X0,
341,TCGA-B6-A0X1,
342,TCGA-B6-A0X4,
343,TCGA-B6-A0X5,
344,TCGA-B6-A0X7,
345,TCGA-B6-A1KF,
346,TCGA-B6-A1KI,
347,TCGA-B6-A1KN,
348,TCGA-B6-A2IU,
349,TCGA-BH-A0AU,
350,TCGA-BH-A0AV,
351,TCGA-BH-A0AW,
352,TCGA-BH-A0AY,
353,TCGA-BH-A0B3,
354,TCGA-BH-A0B4,
355,TCGA-BH-A0B6,
356,TCGA-BH-A0B7,
357,TCGA-BH-A0B9,
358,TCGA-BH-A0BC,
359,TCGA-BH-A0BD,
360,TCGA-BH-A0BF,
361,TCGA-BH-A0BG,
362,TCGA-BH-A0BJ,
363,TCGA-BH-A0BM,
364,TCGA-BH-A0BO,
365,TCGA-BH-A0BQ,
366,TCGA-BH-A0BS,
367,TCGA-BH-A0BT,
368,TCGA-BH-A0BV,
369,TCGA-BH-A0BW,
370,TCGA-BH-A0BZ,
371,TCGA-BH-A0C1,
372,TCGA-BH-A0C3,
373,TCGA-BH-A0C7,
374,TCGA-BH-A0DD,
375,TCGA-BH-A0DE,
376,TCGA-BH-A0DG,
377,TCGA-BH-A0DH,
378,TCGA-BH-A0DI,
379,TCGA-BH-A0DK,
380,TCGA-BH-A0DL,
381,TCGA-BH-A0DO,
382,TCGA-BH-A0DQ,
383,TCGA-BH-A0DS,
384,TCGA-BH-A0DT,
385,TCGA-BH-A0DV,
386,TCGA-BH-A0DX,
387,TCGA-BH-A0DZ,
388,TCGA-BH-A0E0,
389,TCGA-BH-A0E1,
390,TCGA-BH-A0E2,
391,TCGA-BH-A0E7,
392,TCGA-BH-A0E9,
393,TCGA-BH-A0EA,
394,TCGA-BH-A0EB,
395,TCGA-BH-A0EE,
396,TCGA-BH-A0EI,
397,TCGA-BH-A0GY,
398,TCGA-BH-A0GZ,
399,TCGA-BH-A0H3,
400,TCGA-BH-A0H5,
401,TCGA-BH-A0H6,
402,TCGA-BH-A0H7,
403,TCGA-BH-A0H9,
404,TCGA-BH-A0HB,
405,TCGA-BH-A0HI,
406,TCGA-BH-A0HO,
407,TCGA-BH-A0HP,
408,TCGA-BH-A0HQ,
409,TCGA-BH-A0HU,
410,TCGA-BH-A0HX,
411,TCGA-BH-A0HY,
412,TCGA-BH-A0RX,
413,TCGA-BH-A0W3,
414,TCGA-BH-A0W4,
415,TCGA-BH-A0W5,
416,TCGA-BH-A0W7,
417,TCGA-BH-A0WA,
418,TCGA-BH-A18F,
419,TCGA-BH-A18G,
420,TCGA-BH-A18H,
421,TCGA-BH-A18I,
422,TCGA-BH-A18L,
423,TCGA-BH-A18M,
424,TCGA-BH-A18Q,
425,TCGA-BH-A18R,
426,TCGA-BH-A18T,
427,TCGA-BH-A18U,
428,TCGA-BH-A18V,
429,TCGA-BH-A1EN,
430,TCGA-BH-A1EO,
431,TCGA-BH-A1EU,
432,TCGA-BH-A1EV,
433,TCGA-BH-A1EW,
434,TCGA-BH-A1EX,
435,TCGA-BH-A1EY,
436,TCGA-BH-A1F0,
437,TCGA-BH-A1F2,
438,TCGA-BH-A1F6,
439,TCGA-BH-A1FE,
440,TCGA-BH-A1FJ,
441,TCGA-BH-A1FL,
442,TCGA-BH-A1FM,
443,TCGA-BH-A1FN,
444,TCGA-BH-A1FR,
445,TCGA-BH-A1FU,
446,TCGA-BH-A201,
447,TCGA-BH-A202,
448,TCGA-BH-A203,
449,TCGA-BH-A204,
450,TCGA-BH-A208,
451,TCGA-BH-A209,
452,TCGA-BH-A28Q,
453,TCGA-BH-A2L8,
454,TCGA-BH-A42U,
455,TCGA-BH-A5IZ,
456,TCGA-BH-A5J0,
457,TCGA-C8-A12L,
458,TCGA-C8-A12M,
459,TCGA-C8-A12N,
460,TCGA-C8-A12O,
461,TCGA-C8-A12P,
462,TCGA-C8-A12Q,
463,TCGA-C8-A12U,
464,TCGA-C8-A12V,
465,TCGA-C8-A12W,
466,TCGA-C8-A12X,
467,TCGA-C8-A12Z,
468,TCGA-C8-A130,
469,TCGA-C8-A131,
470,TCGA-C8-A132,
471,TCGA-C8-A134,
472,TCGA-C8-A135,
473,TCGA-C8-A137,
474,TCGA-C8-A138,
475,TCGA-C8-A1HE,
476,TCGA-C8-A1HF,
477,TCGA-C8-A1HG,
478,TCGA-C8-A1HK,
479,TCGA-C8-A1HL,
480,TCGA-C8-A1HM,
481,TCGA-C8-A1HN,
482,TCGA-C8-A1HO,
483,TCGA-C8-A26W,
484,TCGA-C8-A26X,
485,TCGA-C8-A26Y,
486,TCGA-C8-A26Z,
487,TCGA-C8-A273,
488,TCGA-C8-A274,
489,TCGA-C8-A275,
490,TCGA-C8-A278,
491,TCGA-C8-A27A,
492,TCGA-C8-A27B,
493,TCGA-C8-A3M7,
494,TCGA-C8-A3M8,
495,TCGA-C8-A8HP,
496,TCGA-C8-A8HR,
497,TCGA-D8-A13Y,
498,TCGA-D8-A13Z,
499,TCGA-D8-A142,
500,TCGA-D8-A145,
501,TCGA-D8-A146,
502,TCGA-D8-A147,
503,TCGA-D8-A1J8,
504,TCGA-D8-A1J9,
505,TCGA-D8-A1JA,
506,TCGA-D8-A1JB,
507,TCGA-D8-A1JC,
508,TCGA-D8-A1JD,
509,TCGA-D8-A1JE,
510,TCGA-D8-A1JF,
511,TCGA-D8-A1JG,
512,TCGA-D8-A1JI,
514,TCGA-D8-A1JK,
515,TCGA-D8-A1JL,
516,TCGA-D8-A1JM,
517,TCGA-D8-A1JN,
518,TCGA-D8-A1JP,
519,TCGA-D8-A1JS,
520,TCGA-D8-A1JT,
521,TCGA-D8-A1JU,
522,TCGA-D8-A1X5,
523,TCGA-D8-A1X6,
524,TCGA-D8-A1X8,
525,TCGA-D8-A1X9,
526,TCGA-D8-A1XA,
527,TCGA-D8-A1XC,
528,TCGA-D8-A1XG,
529,TCGA-D8-A1XK,
530,TCGA-D8-A1XL,
531,TCGA-D8-A1XM,
532,TCGA-D8-A1XO,
533,TCGA-D8-A1XQ,
535,TCGA-D8-A1XU,
536,TCGA-D8-A1XV,
537,TCGA-D8-A1XY,
538,TCGA-D8-A1XZ,
539,TCGA-D8-A1Y0,
540,TCGA-D8-A1Y1,
541,TCGA-D8-A1Y2,
542,TCGA-D8-A1Y3,
543,TCGA-D8-A27E,
544,TCGA-D8-A27G,
545,TCGA-D8-A27H,
546,TCGA-D8-A27I,
547,TCGA-D8-A27K,
548,TCGA-D8-A27M,
549,TCGA-D8-A27N,
550,TCGA-D8-A27P,
551,TCGA-D8-A27T,
552,TCGA-D8-A27W,
553,TCGA-D8-A3Z6,
554,TCGA-D8-A73U,
555,TCGA-D8-A73W,
556,TCGA-D8-A73X,
557,TCGA-E2-A107,
558,TCGA-E2-A109,
559,TCGA-E2-A10A,
560,TCGA-E2-A10C,
561,TCGA-E2-A10F,
562,TCGA-E2-A14O,
563,TCGA-E2-A14P,
564,TCGA-E2-A14Q,
565,TCGA-E2-A14R,
566,TCGA-E2-A14T,
567,TCGA-E2-A14V,
568,TCGA-E2-A14W,
569,TCGA-E2-A14X,
570,TCGA-E2-A14Y,
571,TCGA-E2-A150,
572,TCGA-E2-A152,
573,TCGA-E2-A153,
574,TCGA-E2-A154,
575,TCGA-E2-A156,
576,TCGA-E2-A159,
577,TCGA-E2-A15A,
578,TCGA-E2-A15C,
579,TCGA-E2-A15D,
580,TCGA-E2-A15F,
581,TCGA-E2-A15H,
582,TCGA-E2-A15I,
583,TCGA-E2-A15J,
584,TCGA-E2-A15L,
585,TCGA-E2-A15M,
586,TCGA-E2-A15O,
587,TCGA-E2-A15P,
588,TCGA-E2-A15S,
589,TCGA-E2-A15T,
590,TCGA-E2-A1AZ,
591,TCGA-E2-A1B5,
592,TCGA-E2-A1B6,
593,TCGA-E2-A1IE,
594,TCGA-E2-A1IG,
595,TCGA-E2-A1IH,
596,TCGA-E2-A1II,
597,TCGA-E2-A1IJ,
598,TCGA-E2-A1IK,
599,TCGA-E2-A1IL,
600,TCGA-E2-A1IN,
601,TCGA-E2-A1IO,
602,TCGA-E2-A1IU,
603,TCGA-E2-A1L7,
604,TCGA-E2-A1L8,
605,TCGA-E2-A1L9,
606,TCGA-E2-A1LA,
607,TCGA-E2-A1LB,
608,TCGA-E2-A1LH,
609,TCGA-E2-A1LI,
610,TCGA-E2-A1LK,
611,TCGA-E2-A2P6,
612,TCGA-E2-A56Z,
613,TCGA-E2-A570,
614,TCGA-E2-A574,
615,TCGA-E2-A576,
616,TCGA-E2-A9RU,
617,TCGA-E9-A1N3,
618,TCGA-E9-A1N4,
619,TCGA-E9-A1N5,
620,TCGA-E9-A1N9,
621,TCGA-E9-A1NA,
622,TCGA-E9-A1NC,
623,TCGA-E9-A1ND,
624,TCGA-E9-A1NE,
625,TCGA-E9-A1NF,
626,TCGA-E9-A1NG,
627,TCGA-E9-A1NH,
628,TCGA-E9-A1NI,
629,TCGA-E9-A1R0,
630,TCGA-E9-A1R2,
631,TCGA-E9-A1R3,
632,TCGA-E9-A1R5,
633,TCGA-E9-A1R7,
634,TCGA-E9-A1RD,
635,TCGA-E9-A1RE,
636,TCGA-E9-A1RF,
637,TCGA-E9-A1RG,
638,TCGA-E9-A1RH,
639,TCGA-E9-A1RI,
640,TCGA-E9-A226,
641,TCGA-E9-A227,
642,TCGA-E9-A228,
643,TCGA-E9-A229,
644,TCGA-E9-A22A,
645,TCGA-E9-A22B,
646,TCGA-E9-A22D,
647,TCGA-E9-A22E,
648,TCGA-E9-A22G,
649,TCGA-E9-A22H,
650,TCGA-E9-A243,
651,TCGA-E9-A244,
652,TCGA-E9-A248,
653,TCGA-E9-A249,
654,TCGA-E9-A295,
655,TCGA-E9-A2JS,
656,TCGA-E9-A2JT,
657,TCGA-E9-A3HO,
658,TCGA-E9-A3QA,
659,TCGA-E9-A3X8,
660,TCGA-E9-A54Y,
661,TCGA-E9-A5FK,
662,TCGA-E9-A6HE,
663,TCGA-EW-A1IW,
664,TCGA-EW-A1IY,
665,TCGA-EW-A1IZ,
666,TCGA-EW-A1J3,
667,TCGA-EW-A1J5,
668,TCGA-EW-A1J6,
669,TCGA-EW-A1OV,
670,TCGA-EW-A1OX,
671,TCGA-EW-A1OY,
672,TCGA-EW-A1P1,
673,TCGA-EW-A1P3,
674,TCGA-EW-A1P4,
675,TCGA-EW-A1P6,
676,TCGA-EW-A1P7,
677,TCGA-EW-A1PA,
678,TCGA-EW-A1PB,
679,TCGA-EW-A1PD,
680,TCGA-EW-A1PE,
681,TCGA-EW-A1PG,
682,TCGA-EW-A1PH,
683,TCGA-EW-A2FR,
684,TCGA-EW-A2FS,
685,TCGA-EW-A2FV,
686,TCGA-EW-A423,
687,TCGA-EW-A6S9,
688,TCGA-EW-A6SA,
689,TCGA-EW-A6SB,
690,TCGA-GI-A2C8,
691,TCGA-GM-A2DB,
692,TCGA-GM-A2DC,
693,TCGA-GM-A2DD,
694,TCGA-GM-A2DF,
695,TCGA-GM-A2DI,
696,TCGA-GM-A2DL,
697,TCGA-GM-A2DN,
698,TCGA-GM-A2DO,
699,TCGA-GM-A3NW,
700,TCGA-GM-A3XL,
701,TCGA-HN-A2OB,
702,TCGA-JL-A3YX,
703,TCGA-LD-A66U,
704,TCGA-LD-A74U,
705,TCGA-LD-A7W5,
706,TCGA-LD-A7W6,
707,TCGA-LD-A9QF,
708,TCGA-LL-A440,
709,TCGA-LL-A50Y,
710,TCGA-LL-A5YN,
711,TCGA-LL-A5YO,
712,TCGA-LL-A5YP,
713,TCGA-LL-A6FP,
714,TCGA-LL-A6FQ,
715,TCGA-LL-A6FR,
716,TCGA-LL-A73Z,
717,TCGA-LL-A740,
718,TCGA-LL-A7SZ,
719,TCGA-LL-A7T0,
720,TCGA-LL-A8F5,
721,TCGA-LL-A9Q3,
722,TCGA-OL-A5D6,
723,TCGA-OL-A5D7,
724,TCGA-OL-A5DA,
725,TCGA-OL-A5RV,
726,TCGA-OL-A5RW,
727,TCGA-OL-A5RX,
728,TCGA-OL-A5RY,
729,TCGA-OL-A5RZ,
730,TCGA-OL-A5S0,
731,TCGA-OL-A66I,
732,TCGA-OL-A66J,
733,TCGA-OL-A66K,
734,TCGA-OL-A66L,
735,TCGA-OL-A66N,
736,TCGA-OL-A66O,
737,TCGA-OL-A66P,
738,TCGA-OL-A6VO,
739,TCGA-OL-A6VQ,
740,TCGA-OL-A97C,
741,TCGA-PE-A5DC,
742,TCGA-PE-A5DE,
743,TCGA-PL-A8LX,
744,TCGA-PL-A8LY,
745,TCGA-PL-A8LZ,
746,TCGA-S3-A6ZF,
747,TCGA-S3-A6ZG,
748,TCGA-S3-A6ZH,
749,TCGA-S3-AA0Z,
750,TCGA-S3-AA10,
751,TCGA-S3-AA12,
752,TCGA-S3-AA14,
753,TCGA-S3-AA15,
754,TCGA-UL-AAZ6,
755,TCGA-UU-A93S,
